"","year","male","region","race","bday_m_cutoff","stem","education","income","score","varsity","single_parent_hh"
"1279",2019,0,1,1,-137,0,15,72988,1330,0,0
"1280",2019,0,1,1,29,0,16,66613,1420,0,0
"1281",2019,1,1,1,122,0,18,55676,1530,0,1
"1282",2019,1,1,1,34,0,11,51768,1020,0,1
"1283",2019,0,1,1,13,0,13,51801,1150,1,1
"1284",2019,1,1,3,128,0,12,46427,1100,0,1
"1285",2019,1,1,1,-47,0,17,86511,1520,1,0
"1286",2019,1,1,3,123,0,13,53717,1200,0,0
"1287",2019,0,1,1,50,0,11,56416,1060,0,1
"1288",2019,0,1,1,-140,0,16,60753,1380,0,0
"1289",2019,1,1,1,13,0,16,93019,1440,0,0
"1290",2019,1,1,3,133,0,12,63730,1140,1,0
"1291",2019,0,1,1,-82,0,13,66038,1210,0,0
"1292",2019,1,1,1,-13,0,15,64072,1310,0,0
"1293",2019,0,1,1,-13,0,15,50036,1300,0,1
"1294",2019,1,1,1,11,0,12,77229,1130,0,0
"1295",2019,0,1,2,65,0,7,13712,710,0,1
"1296",2019,0,1,3,-18,0,11,63238,1030,0,0
"1297",2019,1,1,2,-153,0,14,40132,1210,0,0
"1298",2019,0,1,1,114,0,14,77399,1270,0,0
"1299",2019,0,1,1,45,0,11,46874,1010,1,1
"1300",2019,1,1,3,-77,0,12,65417,1120,0,0
"1301",2019,1,1,1,-10,0,20,76302,1600,1,0
"1302",2019,1,1,1,117,0,13,65863,1200,0,0
"1303",2019,1,1,2,-29,0,15,61355,1340,0,0
"1304",2019,1,1,1,40,0,12,78307,1170,0,0
"1305",2019,1,1,1,60,0,12,75410,1120,0,0
"1306",2019,1,1,1,82,0,15,76828,1350,0,0
"1307",2019,1,1,2,86,0,12,62711,1110,1,0
"1308",2019,0,1,1,107,0,11,57487,1020,0,1
"1309",2019,0,1,1,81,0,10,47112,960,0,1
"1310",2019,1,1,4,94,0,10,44441,970,0,1
"1311",2019,0,1,3,47,0,16,18638,1350,0,1
"1312",2019,1,1,1,-135,0,16,77907,1430,1,0
"1313",2019,0,1,1,149,0,17,67362,1500,0,0
"1314",2019,0,1,1,87,0,11,62190,1050,0,0
"1315",2019,0,1,1,-138,0,15,54079,1320,1,1
"1316",2019,1,1,1,61,0,15,84788,1360,1,0
"1317",2019,0,1,1,95,0,12,56451,1100,1,0
"1318",2019,0,1,2,65,0,17,35106,1450,0,0
"1319",2019,0,1,1,-115,0,13,50837,1170,0,0
"1320",2019,0,1,2,19,0,13,36856,1140,0,0
"1321",2019,1,1,1,65,0,11,82363,1060,0,0
"1322",2019,0,1,4,-154,0,10,61204,970,1,0
"1323",2019,1,1,2,134,0,9,54062,920,0,0
"1324",2019,1,1,2,-92,0,10,39695,960,0,0
"1325",2019,0,1,2,-28,0,10,47901,970,0,0
"1326",2019,0,1,2,153,0,11,35931,1010,0,0
"1327",2019,0,1,1,150,0,17,59761,1460,1,1
"1328",2019,1,1,3,-65,0,15,51632,1290,0,1
"1329",2019,1,1,2,-43,0,13,64272,1170,0,0
"1330",2019,0,1,2,29,0,10,49452,960,0,0
"1331",2019,0,1,1,86,0,11,40069,1040,1,1
"1332",2019,1,1,1,125,0,17,87145,1520,0,0
"1333",2019,1,1,1,-143,0,16,76336,1420,0,0
"1334",2019,0,1,3,-136,0,11,35317,1030,0,0
"1335",2019,0,1,1,166,0,12,64881,1110,0,0
"1336",2019,1,1,1,6,0,10,57094,980,0,0
"1337",2019,0,1,1,133,0,10,51043,990,0,0
"1338",2019,1,1,1,139,0,12,89818,1180,0,0
"1339",2019,0,1,3,-157,0,9,32681,870,0,1
"1340",2019,0,1,1,86,0,11,62271,1050,0,0
"1341",2019,0,1,1,45,0,11,54603,1050,0,0
"1342",2019,1,1,2,-102,0,14,62984,1270,1,0
"1343",2019,0,1,1,-117,0,10,66051,1010,0,0
"1344",2019,0,1,1,174,0,11,45003,1040,0,1
"1345",2019,0,1,4,-167,0,10,35611,960,0,0
"1346",2019,1,1,1,-111,0,12,72512,1120,0,0
"1347",2019,1,1,1,144,0,12,63093,1110,0,0
"1348",2019,1,1,3,143,0,9,66474,900,0,0
"1349",2019,1,1,1,56,0,10,64843,1000,0,1
"1350",2019,1,1,3,73,0,12,45610,1120,0,0
"1351",2019,1,1,1,11,0,13,54033,1200,1,1
"1352",2019,0,1,2,168,0,12,54383,1110,0,0
"1353",2019,0,1,1,-43,0,14,65306,1270,0,0
"1354",2019,1,1,2,-105,0,14,39528,1210,0,1
"1355",2019,0,1,1,65,0,11,52279,1050,0,0
"1356",2019,0,1,2,-160,0,11,49777,1050,0,0
"1357",2019,0,1,1,-49,0,10,51731,990,0,0
"1358",2019,1,1,2,47,0,13,57801,1200,0,0
"1359",2019,1,1,1,59,0,17,104166,1530,1,0
"1360",2019,1,1,2,0,0,17,59099,1480,0,0
"1361",2019,1,1,1,-68,0,14,78377,1280,0,0
"1362",2019,0,1,3,-3,0,9,34505,880,0,0
"1363",2019,1,1,1,-164,0,16,74049,1440,0,0
"1364",2019,1,1,2,169,0,15,60837,1350,0,0
"1365",2019,1,1,1,89,0,11,89296,1070,0,0
"1366",2019,1,1,4,-173,0,15,76759,1370,0,0
"1367",2019,1,1,1,171,0,12,60252,1130,0,1
"1368",2019,0,1,3,-13,0,13,23505,1150,0,1
"1369",2019,0,1,2,180,0,9,23645,830,0,0
"1370",2019,1,1,2,-114,0,11,65314,1050,0,0
"1371",2019,0,1,1,-158,0,13,46441,1170,0,1
"1372",2019,1,1,1,-151,0,17,86827,1520,1,0
"1373",2019,1,1,1,-87,0,14,89891,1310,1,0
"1374",2019,0,1,1,-30,0,14,50486,1250,0,1
"1375",2019,1,1,1,154,0,18,85148,1590,0,0
"1376",2019,0,1,2,-30,0,10,46047,960,0,0
"1377",2019,0,1,2,176,0,10,32756,930,0,0
"1378",2019,0,1,1,151,0,10,48839,970,0,1
"1379",2019,0,1,1,-21,0,18,83622,1570,0,0
"1380",2019,0,1,4,34,0,12,45054,1080,0,0
"1381",2019,1,1,1,-77,0,10,50421,950,0,1
"1382",2019,0,1,1,158,0,14,39324,1210,0,1
"1383",2019,0,1,1,-25,0,15,56178,1340,0,0
"1384",2019,1,1,2,154,0,13,57144,1170,0,0
"1385",2019,1,1,3,-56,0,9,41823,860,0,1
"1386",2019,1,1,2,38,0,10,52679,980,0,0
"1387",2019,0,1,1,120,0,12,83001,1150,0,0
"1388",2019,1,1,3,16,0,18,47590,1510,1,1
"1389",2019,0,1,1,-181,0,16,56401,1390,1,1
"1390",2019,0,1,3,-57,0,13,32128,1140,0,1
"1391",2019,0,1,1,82,0,10,53701,970,0,0
"1392",2019,0,1,1,-65,0,13,60520,1180,0,0
"1393",2019,1,1,3,-182,0,12,62373,1140,0,0
"1394",2019,1,1,1,22,0,14,78614,1310,0,0
"1395",2019,0,1,3,-180,0,12,48455,1090,0,0
"1396",2019,1,1,4,-43,0,10,55181,990,0,0
"1397",2019,0,1,2,159,0,13,55281,1190,0,0
"1398",2019,0,1,2,175,0,9,57371,890,0,0
"1399",2019,0,1,1,30,0,10,72074,1020,0,0
"1400",2019,0,1,1,-164,0,14,85686,1300,0,0
"1401",2010,1,2,1,157,0,13,79483,1210,0,0
"1402",2010,1,2,3,-154,0,9,47937,880,0,1
"1403",2010,1,2,1,-45,0,17,75460,1510,1,0
"1404",2010,1,2,1,-166,0,12,77415,1130,0,0
"1405",2010,1,2,1,-96,0,10,68218,970,0,0
"1406",2010,0,2,3,-144,0,9,43511,880,0,0
"1407",2010,1,2,2,36,0,14,64150,1240,0,0
"1408",2010,0,2,2,62,0,11,44477,1040,0,0
"1409",2010,0,2,1,147,0,9,53406,890,0,1
"1410",2010,0,2,1,-104,0,14,77763,1290,0,0
"1411",2010,1,2,2,-118,0,17,63298,1490,0,0
"1412",2010,0,2,1,160,0,9,53270,900,0,0
"1413",2010,1,2,2,161,0,13,59847,1180,0,0
"1414",2010,1,2,2,-92,0,8,26124,790,0,1
"1415",2010,1,2,2,-56,0,13,56951,1190,1,0
"1416",2010,1,2,1,59,0,13,88148,1240,0,0
"1417",2010,1,2,1,39,0,14,58701,1270,0,0
"1418",2010,1,2,1,-53,0,11,68438,1070,0,1
"1419",2010,0,2,1,82,0,11,50424,1030,0,1
"1420",2010,1,2,1,19,0,15,65630,1310,0,0
"1421",2010,0,2,2,-76,0,11,32853,1020,0,0
"1422",2010,1,2,2,-17,0,10,42741,930,0,0
"1423",2010,0,2,1,36,0,18,77302,1540,1,0
"1424",2010,1,2,1,-62,0,12,76753,1150,0,0
"1425",2010,0,2,3,114,0,11,54110,1020,0,0
"1426",2010,1,2,1,180,0,10,58042,980,0,1
"1427",2010,1,2,2,128,0,8,60054,860,0,0
"1428",2010,0,2,1,-15,0,11,55389,1060,1,1
"1429",2010,0,2,1,72,0,12,51719,1110,0,0
"1430",2010,1,2,1,114,0,11,80534,1100,0,0
"1431",2010,1,2,1,-172,0,16,54550,1400,1,0
"1432",2010,1,2,3,135,0,11,74993,1070,1,0
"1433",2010,0,2,2,12,0,14,20478,1220,0,0
"1434",2010,0,2,2,-63,0,10,17612,890,0,1
"1435",2010,0,2,2,-159,0,12,54951,1130,0,0
"1436",2010,0,2,1,147,0,9,63340,920,0,0
"1437",2010,1,2,3,41,0,12,41374,1090,0,1
"1438",2010,1,2,1,-90,0,12,80483,1140,0,0
"1439",2010,0,2,2,-34,0,8,33637,810,0,0
"1440",2010,0,2,3,91,0,8,53483,850,0,0
"1441",2010,0,2,1,-72,0,11,67377,1070,0,0
"1442",2010,0,2,1,55,0,9,50591,910,0,0
"1443",2010,1,2,1,-97,0,13,62227,1200,0,1
"1444",2010,1,2,2,92,0,12,48929,1110,0,0
"1445",2010,0,2,4,101,0,9,49987,880,0,0
"1446",2010,1,2,1,174,0,12,83376,1170,0,0
"1447",2010,1,2,2,-49,0,13,47930,1180,0,0
"1448",2010,0,2,2,-131,0,9,38530,860,0,0
"1449",2010,1,2,2,118,0,9,56983,920,0,0
"1450",2010,0,2,1,-47,0,16,62867,1390,0,0
"1451",2010,1,2,2,-34,0,10,40782,970,1,1
"1452",2010,0,2,1,-127,0,9,34103,880,0,1
"1453",2010,1,2,2,-178,0,9,42005,890,1,1
"1454",2010,1,2,2,182,0,11,56178,1040,0,0
"1455",2010,0,2,1,-89,0,13,54129,1180,0,1
"1456",2010,0,2,1,-2,0,12,63642,1130,0,0
"1457",2010,1,2,1,-92,0,9,57520,920,0,0
"1458",2010,1,2,1,-19,0,11,72635,1060,1,0
"1459",2010,0,2,3,102,0,14,33445,1200,0,1
"1460",2010,1,2,2,-109,0,10,58160,1000,0,0
"1461",2010,0,2,3,89,0,12,54863,1130,0,0
"1462",2010,1,2,1,-97,0,12,67532,1120,0,0
"1463",2010,1,2,2,-81,0,12,51757,1110,0,0
"1464",2010,1,2,1,-112,0,10,62871,960,0,1
"1465",2010,1,2,1,-60,0,15,64209,1320,0,0
"1466",2010,1,2,1,-132,0,17,75841,1510,1,0
"1467",2010,0,2,1,153,0,9,61990,910,0,0
"1468",2010,0,2,1,-85,0,10,69336,990,0,0
"1469",2010,0,2,1,-14,0,10,55296,960,0,0
"1470",2010,1,2,1,90,0,12,57244,1110,0,1
"1471",2010,0,2,2,63,0,9,30980,860,0,1
"1472",2010,0,2,1,-4,0,11,68854,1070,0,0
"1473",2010,1,2,2,87,0,12,60570,1110,0,0
"1474",2010,0,2,4,6,0,12,46529,1120,0,0
"1475",2010,1,2,1,-93,0,10,63489,970,0,1
"1476",2010,1,2,2,-103,0,11,49011,1030,0,0
"1477",2010,0,2,1,101,0,10,81846,1010,0,0
"1478",2010,1,2,3,-181,0,9,42159,860,0,0
"1479",2010,0,2,1,51,0,9,62135,900,1,0
"1480",2010,0,2,2,147,0,12,25776,1090,0,0
"1481",2010,1,2,2,12,0,12,59331,1120,0,0
"1482",2010,0,2,1,22,0,12,70783,1130,1,0
"1483",2010,1,2,3,-55,0,12,46085,1110,1,0
"1484",2010,1,2,1,101,0,9,54307,910,0,1
"1485",2010,1,2,2,111,0,7,41629,760,0,0
"1486",2010,0,2,2,-104,0,10,30834,930,0,1
"1487",2010,1,2,2,-25,0,11,37356,990,0,1
"1488",2010,1,2,1,125,0,13,90169,1250,1,0
"1489",2010,1,2,3,60,0,14,52246,1230,1,1
"1490",2010,0,2,1,119,0,12,40294,1080,0,1
"1491",2010,1,2,1,-41,0,18,86545,1550,1,0
"1492",2010,0,2,2,-144,0,8,26085,810,1,1
"1493",2010,0,2,3,14,0,13,29514,1130,0,0
"1494",2010,1,2,1,-173,0,11,96334,1080,0,0
"1495",2010,0,2,1,167,0,8,45297,830,0,1
"1496",2010,1,2,2,-44,0,11,45391,1010,0,1
"1497",2010,1,2,1,6,0,11,56413,1030,0,1
"1498",2010,0,2,1,-31,0,10,51992,950,0,0
"1499",2010,0,2,2,-26,0,14,23855,1210,0,1
"1500",2010,1,2,2,62,0,10,50269,970,0,0
"1501",2010,0,2,1,-53,0,9,46579,880,0,0
"1502",2010,1,2,1,90,0,12,94356,1190,0,0
"1503",2010,0,2,1,-34,0,11,52863,1040,0,1
"1504",2010,1,2,4,-112,0,10,39609,930,0,1
"1505",2010,1,2,1,-65,0,12,80203,1170,1,0
"1506",2010,1,2,2,-59,0,10,56183,990,0,0
"1507",2010,1,2,4,103,0,9,67902,920,0,0
"1508",2010,0,2,3,149,0,10,33688,930,0,0
"1509",2010,0,2,2,-113,0,13,21720,1110,0,0
"1510",2010,0,2,2,-60,0,9,8413,850,0,1
"1511",2010,0,2,1,130,0,8,45880,820,0,0
"1512",2010,0,2,2,39,0,7,38346,760,1,0
"1513",2010,0,2,2,70,0,12,58122,1120,0,0
"1514",2010,0,2,1,148,0,9,53374,900,0,0
"1515",2010,1,2,2,-25,0,14,74431,1280,0,0
"1516",2010,0,2,1,166,0,9,64988,910,0,0
"1517",2010,0,2,1,127,0,11,61861,1060,1,0
"1518",2010,1,2,2,102,0,15,37309,1280,1,1
"1519",2010,0,2,1,-66,0,14,65651,1250,0,0
"1520",2010,1,2,1,-26,0,12,82885,1170,0,0
"1521",2010,1,2,1,137,0,13,63294,1210,0,1
"1522",2010,0,2,1,21,0,9,63012,920,0,0
"1523",2010,1,2,3,-175,0,16,53976,1380,0,0
"1524",2010,0,2,1,-45,0,10,60730,1000,0,0
"1525",2010,1,2,1,87,0,18,53504,1500,1,0
"1526",2010,0,2,2,142,0,12,17944,1040,0,1
"1527",2010,0,2,1,-80,0,15,44048,1290,0,1
"1528",2010,1,2,1,-75,0,12,82001,1160,1,0
"1529",2010,0,2,1,160,0,10,65976,970,0,0
"1530",2010,1,2,1,-132,0,15,55315,1340,0,1
"1531",2010,0,2,1,-96,0,13,67717,1190,1,0
"1532",2010,0,2,1,70,0,12,50499,1120,0,0
"1533",2010,0,2,1,43,0,14,61709,1250,0,0
"1534",2010,1,2,1,-125,0,11,60625,1030,1,0
"1535",2010,0,2,2,-139,0,8,29287,780,1,0
"1536",2010,1,2,3,61,0,14,66157,1280,0,0
"1537",2010,0,2,4,179,0,8,19432,790,1,1
"1538",2010,0,2,2,-43,0,11,30109,1000,0,0
"1539",2010,1,2,4,-39,0,14,44526,1220,0,1
"1540",2010,0,2,1,1,0,11,58798,1050,0,0
"1541",2010,0,2,5,135,0,8,41584,790,0,0
"1542",2010,0,2,1,18,0,9,47075,870,0,1
"1543",2010,1,2,5,-155,0,10,39990,940,0,1
"1544",2010,1,2,1,-63,0,13,71398,1190,1,0
"1545",2010,0,2,2,-24,0,9,17147,840,0,0
"1546",2010,0,2,1,107,0,12,78361,1140,0,0
"1547",2010,0,2,2,-15,0,10,25499,940,0,0
"1548",2010,0,2,2,-181,0,9,24327,870,0,1
"1549",2010,0,2,1,132,0,8,49973,850,1,0
"1550",2010,0,2,1,-36,0,11,53353,1060,1,0
"1551",2010,1,2,1,-14,0,17,60979,1450,1,1
"1552",2010,1,2,2,-150,0,12,59010,1120,0,0
"1553",2010,1,2,1,52,0,10,85223,1030,0,0
"1554",2010,1,2,1,-63,0,10,67725,1010,1,0
"1555",2010,1,2,1,-23,0,17,75270,1480,0,0
"1556",2010,0,2,3,-169,0,10,48816,960,0,0
"1557",2010,1,2,4,-85,0,11,71742,1070,0,0
"1558",2010,0,2,2,-142,0,9,34320,890,0,1
"1559",2010,1,2,1,-32,0,9,67549,930,0,0
"1560",2010,1,2,1,24,0,12,82839,1130,0,0
"1561",2010,1,2,4,-47,0,16,66214,1410,0,0
"1562",2010,1,2,3,-145,0,9,43420,900,0,0
"1563",2010,1,2,3,-3,0,12,51727,1120,0,0
"1564",2010,1,2,1,-143,0,13,81421,1200,0,0
"1565",2010,0,2,5,-68,0,10,30060,950,0,1
"1566",2010,1,2,1,-6,0,9,68184,930,0,1
"1567",2010,0,2,3,91,0,8,43545,830,0,0
"1568",2010,0,2,1,88,0,9,46908,870,1,1
"1569",2010,0,2,2,177,0,10,22661,900,0,1
"1570",2010,0,2,1,92,0,8,47610,830,0,1
"1571",2010,1,2,1,-127,0,17,52647,1430,0,0
"1572",2010,0,2,2,19,0,8,28271,810,0,0
"1573",2010,1,2,2,82,0,7,31150,730,0,1
"1574",2010,0,2,1,-47,0,10,70378,1000,0,0
"1575",2010,0,2,3,-165,0,12,25616,1050,0,1
"1576",2010,0,2,2,176,0,10,36000,920,1,0
"1577",2010,0,2,2,38,0,8,15522,770,0,1
"1578",2010,1,2,1,163,0,9,59634,900,0,1
"1579",2010,1,2,1,172,0,11,60320,1070,1,0
"1580",2010,1,2,2,-71,0,10,46943,940,0,0
"1581",2010,1,2,1,-34,0,15,88139,1390,1,0
"1582",2010,0,2,3,81,0,10,34724,920,0,0
"1583",2010,1,2,1,-148,0,12,56348,1130,0,1
"1584",2010,1,2,3,118,0,10,48485,980,0,1
"1585",2010,0,2,1,164,0,8,50279,830,0,0
"1586",2010,0,2,3,-86,0,11,44422,1010,0,0
"1587",2010,0,2,1,182,0,9,48786,880,0,0
"1588",2010,0,2,1,88,0,11,71404,1060,0,0
"1589",2010,1,2,1,171,0,12,68653,1140,0,0
"1590",2010,0,2,1,87,0,12,70758,1150,0,0
"1591",2010,1,2,1,-130,0,10,81982,1000,0,0
"1592",2010,1,2,3,-12,0,9,48312,900,0,0
"1593",2010,0,2,1,162,0,10,54804,960,0,0
"1594",2010,0,2,1,98,0,11,61875,1040,1,0
"1595",2010,1,2,1,28,0,10,72224,1010,0,0
"1596",2010,0,2,1,-141,0,9,39826,870,0,1
"1597",2010,0,2,2,-95,0,8,18873,780,0,0
"1598",2010,0,2,1,-45,0,13,55774,1170,0,0
"1599",2010,0,2,2,170,0,8,46634,830,0,0
"1600",2010,0,2,1,-175,0,10,65815,970,0,0
"1601",2010,1,2,1,41,0,12,73654,1140,0,0
"1602",2010,0,2,1,-157,0,12,56454,1100,0,0
"1603",2010,0,2,1,-25,0,11,53945,1050,0,0
"1604",2010,1,2,1,55,0,11,65900,1040,0,1
"1605",2010,0,2,1,131,0,12,55671,1100,0,0
"1606",2010,1,2,1,-83,0,10,72278,1000,0,0
"1607",2010,0,2,1,-31,0,9,54243,880,0,0
"1608",2010,0,2,1,70,0,12,65885,1130,1,0
"1609",2010,0,2,1,167,0,16,46837,1360,1,1
"1610",2010,0,2,4,-30,0,11,61228,1030,0,0
"1611",2010,0,2,1,-116,0,9,38883,870,0,1
"1612",2010,0,2,1,-17,0,18,63760,1520,0,0
"1613",2010,0,2,2,141,0,12,24508,1060,0,0
"1614",2010,0,2,2,-5,0,9,53178,910,0,0
"1615",2010,0,2,1,-8,0,16,51184,1370,1,1
"1616",2010,1,2,3,-16,0,13,60028,1170,0,0
"1617",2010,1,2,2,-35,0,9,33315,850,0,1
"1618",2010,0,2,1,161,0,8,49964,820,0,1
"1619",2010,1,2,1,44,0,10,68482,1010,0,0
"1620",2010,0,2,2,-104,0,8,21813,760,0,0
"1621",2010,1,2,1,-45,0,13,76150,1230,0,0
"1622",2010,0,2,1,-54,0,13,41945,1150,0,1
"1623",2010,1,2,1,63,0,10,92717,1010,0,0
"1624",2010,0,2,4,161,0,8,47421,820,0,0
"1625",2010,0,2,1,-5,0,10,64937,980,0,0
"1626",2010,1,2,1,-59,0,11,92729,1100,0,0
"1627",2010,1,2,1,51,0,13,80627,1230,1,0
"1628",2010,0,2,1,153,0,10,66582,970,0,0
"1629",2010,0,2,2,132,0,11,42516,1030,0,0
"1630",2010,1,2,3,-17,0,11,58967,1060,0,0
"1631",2010,1,2,2,-160,0,10,76604,1010,0,0
"1632",2010,0,2,2,178,0,8,28490,780,0,0
"1633",2010,0,2,1,142,0,16,50496,1360,1,0
"1634",2010,0,2,4,26,0,9,32998,890,1,1
"1635",2010,0,2,1,133,0,9,41440,860,0,1
"1636",2010,0,2,1,151,0,10,51598,950,0,0
"1637",2010,0,2,2,-2,0,13,34605,1170,0,0
"1638",2010,1,2,2,108,0,8,47244,810,0,1
"1639",2010,0,2,4,-94,0,9,29039,840,0,0
"1640",2010,0,2,2,-126,0,10,19138,940,0,1
"1641",2010,1,2,2,36,0,12,39234,1080,1,0
"1642",2010,0,2,2,-1,0,9,21400,830,0,1
"1643",2010,1,2,1,-80,0,11,72263,1080,1,0
"1644",2010,1,2,2,120,0,8,44507,800,0,0
"1645",2010,0,2,1,-95,0,14,36960,1230,1,1
"1646",2010,0,2,2,-2,0,12,40666,1110,0,0
"1647",2010,1,2,1,111,0,11,94723,1120,0,0
"1648",2010,0,2,2,-115,0,10,30945,910,0,0
"1649",2010,0,2,2,-84,0,12,19165,1070,0,1
"1650",2010,1,2,1,-148,0,9,63431,940,0,0
"1651",2010,0,2,1,-78,0,10,73768,1000,0,0
"1652",2010,0,2,1,-134,0,11,35546,1020,0,1
"1653",2010,1,2,4,156,0,10,80081,1020,1,0
"1654",2010,0,2,2,86,0,7,41878,740,0,0
"1655",2010,1,2,1,86,0,15,61605,1350,0,1
"1656",2010,0,2,1,-82,0,10,65864,1000,1,0
"1657",2010,0,2,2,-179,0,8,25271,800,0,0
"1658",2010,1,2,1,-133,0,10,66436,1010,0,0
"1659",2010,1,2,3,33,0,8,52926,820,0,1
"1660",2011,1,2,2,83,0,10,29922,930,1,1
"1661",2011,0,2,1,-46,0,11,56906,1030,0,0
"1662",2011,0,2,1,-162,0,11,72966,1080,0,0
"1663",2011,0,2,1,-81,0,12,58174,1100,0,0
"1664",2011,0,2,1,156,0,9,50973,880,0,0
"1665",2011,0,2,1,-15,0,13,65081,1190,0,0
"1666",2011,1,2,1,-171,0,12,68034,1130,1,1
"1667",2011,0,2,1,-20,0,14,58386,1250,0,0
"1668",2011,0,2,1,-159,0,15,40067,1290,0,1
"1669",2011,1,2,1,51,0,10,76484,1010,0,0
"1670",2011,0,2,3,167,0,9,36031,850,0,1
"1671",2011,0,2,1,169,0,9,59008,910,0,0
"1672",2011,0,2,1,-156,0,12,61789,1120,0,0
"1673",2011,0,2,1,-158,0,9,52698,890,0,1
"1674",2011,1,2,3,-163,0,10,47073,950,0,0
"1675",2011,1,2,1,161,0,8,64592,840,0,1
"1676",2011,1,2,2,107,0,14,23082,1210,0,1
"1677",2011,0,2,3,-129,0,14,59332,1270,0,0
"1678",2011,0,2,2,-103,0,8,42179,820,0,0
"1679",2011,1,2,2,42,0,9,53228,920,0,1
"1680",2011,1,2,1,-122,0,14,55441,1260,0,1
"1681",2011,0,2,3,-102,0,10,46791,970,0,0
"1682",2011,0,2,1,-20,0,13,53419,1180,0,1
"1683",2011,1,2,1,150,0,8,56902,830,0,1
"1684",2011,1,2,1,92,0,9,87824,940,0,0
"1685",2011,1,2,1,6,0,10,56963,980,0,1
"1686",2011,0,2,2,-41,0,8,42238,790,0,0
"1687",2011,0,2,3,147,0,9,49588,890,0,0
"1688",2011,1,2,2,95,0,10,43319,960,0,0
"1689",2011,0,2,1,91,0,11,44449,1000,0,1
"1690",2011,0,2,1,65,0,15,74329,1330,1,0
"1691",2011,1,2,3,-98,0,11,53931,1060,0,0
"1692",2011,0,2,1,88,0,11,50435,1020,0,0
"1693",2011,0,2,1,-142,0,9,65129,940,0,0
"1694",2011,1,2,3,-14,0,13,51998,1150,0,1
"1695",2011,0,2,1,83,0,9,41753,870,0,1
"1696",2011,0,2,3,157,0,15,56043,1330,1,0
"1697",2011,1,2,3,-108,0,11,59761,1040,1,0
"1698",2011,0,2,1,-182,0,15,62630,1330,1,0
"1699",2011,1,2,1,-183,0,9,56556,920,0,1
"1700",2011,0,2,1,-66,0,14,32234,1190,0,0
"1701",2011,0,2,2,-152,0,11,46466,1020,0,0
"1702",2011,0,2,2,144,0,14,34907,1240,1,0
"1703",2011,0,2,1,-140,0,15,83755,1350,0,0
"1704",2011,1,2,1,-29,0,14,73632,1270,0,0
"1705",2011,0,2,1,-55,0,9,54012,920,0,0
"1706",2011,1,2,1,-71,0,9,53619,920,0,1
"1707",2011,1,2,1,150,0,8,62535,850,0,1
"1708",2011,0,2,1,-180,0,13,55108,1190,0,0
"1709",2011,1,2,1,182,0,9,65222,910,0,1
"1710",2011,1,2,3,-33,0,15,58407,1340,0,0
"1711",2011,1,2,2,-79,0,12,45257,1120,0,0
"1712",2011,0,2,1,-50,0,11,59886,1040,0,0
"1713",2011,0,2,5,84,0,8,41658,800,0,0
"1714",2011,1,2,1,-69,0,16,69738,1400,0,0
"1715",2011,1,2,1,123,0,11,103278,1110,0,0
"1716",2011,1,2,1,-132,0,13,69211,1200,0,0
"1717",2011,0,2,2,-112,0,9,18532,860,0,1
"1718",2011,1,2,2,164,0,13,65440,1220,1,0
"1719",2011,1,2,1,33,0,10,81789,990,0,0
"1720",2011,1,2,1,-180,0,12,70579,1150,0,0
"1721",2011,1,2,2,55,0,9,57869,920,0,0
"1722",2011,0,2,1,75,0,8,36600,790,0,1
"1723",2011,1,2,1,140,0,8,62059,840,0,0
"1724",2011,1,2,1,147,0,9,49455,900,0,1
"1725",2011,1,2,1,8,0,9,73604,920,0,0
"1726",2011,1,2,2,152,0,11,58469,1070,1,0
"1727",2011,0,2,1,-18,0,11,58095,1060,0,0
"1728",2011,1,2,2,104,0,14,62380,1250,0,0
"1729",2011,1,2,2,-114,0,10,38678,950,0,0
"1730",2011,1,2,3,-65,0,9,57157,900,0,0
"1731",2011,0,2,1,67,0,13,53252,1200,0,0
"1732",2011,1,2,1,-42,0,12,85081,1180,0,0
"1733",2011,0,2,1,-44,0,12,74023,1140,1,0
"1734",2011,1,2,1,-127,0,14,90864,1310,1,0
"1735",2011,0,2,3,-67,0,10,25484,930,0,1
"1736",2011,0,2,3,-62,0,15,55559,1330,0,0
"1737",2011,1,2,1,19,0,9,67143,910,0,0
"1738",2011,1,2,2,99,0,10,39316,930,1,1
"1739",2011,0,2,1,-97,0,9,65643,910,0,0
"1740",2011,0,2,3,-48,0,11,49772,1010,1,0
"1741",2011,0,2,1,-128,0,13,70818,1210,0,0
"1742",2011,1,2,1,157,0,13,78950,1210,0,0
"1743",2011,0,2,2,175,0,7,22767,700,0,1
"1744",2011,0,2,1,129,0,9,46293,870,0,1
"1745",2011,1,2,1,-148,0,9,63952,900,0,0
"1746",2011,1,2,2,-63,0,16,46381,1350,1,0
"1747",2011,0,2,1,49,0,14,55723,1260,1,0
"1748",2011,1,2,3,119,0,17,49776,1460,0,1
"1749",2011,1,2,1,-169,0,10,83164,1010,0,0
"1750",2011,1,2,1,-171,0,9,57397,930,0,1
"1751",2011,1,2,2,115,0,9,37682,870,0,0
"1752",2011,0,2,2,-105,0,11,12831,990,0,1
"1753",2011,0,2,1,131,0,14,62363,1260,0,0
"1754",2011,0,2,2,-59,0,13,31635,1130,0,0
"1755",2011,1,2,1,-84,0,9,54153,900,0,1
"1756",2011,0,2,2,54,0,12,48254,1100,0,0
"1757",2011,0,2,1,43,0,10,46130,980,1,1
